rank,name,birthyear,begin,female,education,edu,edu_year,nation,eth_han,birth_prov,birth_city,purge,fwhr1,mouth_width,nose_width,nose_length,nwhr,eyebrow_position,foreheadr,lip_thickness,eyesize,chin_length,chin_width,flength,gdp,connections,attractiveness,competence,aggressiveness,trustworthiness,latitude,longitude,weighted_avg_gdp_growth_rate,weighted_avg_gdp,weighted_avg_fiscal_growth_rate,weighted_avg_fiscal_revenue,avg_gdp_growth_rate_t_plus_2,avg_fiscal_growth_rate_t_plus_2
1,丁大卫,1955/12/1,2002/12/1,0,硕士,2,18,汉族,1,江苏省,无锡市,0,2.437307713,0.324869329,0.163851095,0.262721941,0.623667345,0.127823884,0.261400425,0.080513107,0.104524598,0.200550612,-0.379950525,0.332647728,0.007375929,13.09315068,2.525554776,2.870133638,2.463317513,3.248657107,31.5776626,120.2952752,0.160377498,337.3355155,0.223292345,28458.85617,0.328291299,0.30024154
1,丁小强,1972/12/1,2012/7/1,0,博士,2,22,汉族,1,江苏省,盐城市,0,2.406336447,0.288912014,0.155319436,0.265613677,0.58475692,0.13495551,0.264970992,0.085614014,0.099443452,0.181482667,-0.384704832,0.33962908,-0.007258312,0,2.974477291,3.699411988,2.81377995,3.497127533,33.349559,120.1577019,0.085954036,122.6698444,0.108543951,8322.653489,0.238394321,0.284618855
1,丁巍,1957/4/1,2008/3/1,0,硕士,2,18,汉族,1,山西省,晋城市,0,2.426169412,0.323216012,0.168554143,0.271475437,0.620881742,0.143117314,0.26323395,0.08892274,0.109080703,0.181262422,-0.402043908,0.345778951,-0.010492698,0,2.581427097,3.154444039,3.040289104,3.062820375,35.4913132,112.8454497,0.098393983,107.0017895,0.147916557,5950.890021,0.209645161,0.334150587
1,丁巨胜,1967/2/1,2017/4/1,0,博士,2,22,汉族,1,甘肃省,白银市,0,2.435785754,0.313101184,0.158823073,0.270673525,0.586769884,0.150581127,0.261033294,0.084502839,0.098712582,0.191666003,-0.386497269,0.331980258,0.052258418,0,2.506158988,2.566865126,3.008995454,2.909322023,36.5451563,104.1355419,0.122381465,26.86230368,0.073100711,1986.198,0.350345932,0.061029924
1,丁海中,1951/4/1,2001/4/1,0,本科,1,16,汉族,1,江苏省,宿迁市,0,2.329314014,0.287001425,0.151887464,0.271331909,0.559784749,0.127297009,0.259438464,0.09002849,0.097079772,0.188603989,-0.371331909,0.351460114,0.077384845,0,3.109450102,3.406901836,2.76885581,3.45712769,33.9644701,118.2696994,0.231744982,37.93592538,0.29922471,3899.344286,0.749078981,0.746369173
1,丁福浩,1961/11/1,2017/1/1,0,博士,2,22,汉族,1,河南省,郑州市,0,2.202712666,0.29618726,0.167299124,0.275611096,0.607011568,0.128832988,0.251038167,0.081889823,0.094531586,0.191726323,-0.372993547,0.355725892,0.092110181,0,2.820889473,2.974392176,2.918930531,2.935607851,34.7487244,113.6191483,0.154162064,280.4702422,0.091391395,13770.186,,0.260149537
1,丁红都,1965/1/1,2017/4/1,0,硕士,2,18,汉族,1,河南省,洛阳市,0,2.468189485,0.285871374,0.155513702,0.263383087,0.590446801,0.141149474,0.256527766,0.088707998,0.094628127,0.185226613,-0.374202326,0.332684169,-0.014144179,0,3.060736497,3.146542231,2.896821896,2.828118165,34.6196539,112.4477046,0.052619968,103.3733364,0.043526372,7794.472,0.141486787,0.088322426
1,丁纯,1970/10/1,2017/2/1,0,博士,2,22,汉族,1,江苏省,无锡市,0,2.343685294,0.278621434,0.159271687,0.26356189,0.604304693,0.133284664,0.258730824,0.090001214,0.092443512,0.193163423,-0.371193338,0.334640184,-0.014469393,2.830136986,3.242927134,3.33757323,2.875564396,3.240924537,31.5776626,120.2952752,0.057488443,702.3183333,0.085433034,31116.81018,0.118221569,0.171275894
1,丁耀民,1948/7/1,1998/12/1,0,硕士,2,18,汉族,1,黑龙江省,哈尔滨市,0,2.401709402,0.290123457,0.157407407,0.262345679,0.6,0.111111111,0.268123105,0.083333333,0.097222222,0.194444444,-0.413580247,0.361111111,0.006482631,0,2.543376446,2.34302187,2.759658575,2.713310957,45.7593633,126.6276177,0.172287364,17.52797,,,,
1,丁解民,1951/10/1,1996/9/1,0,硕士,2,18,汉族,1,江苏省,泰州市,0,2.409736308,0.32183908,0.175287356,0.290229885,0.603960396,0.110632184,0.239133432,0.081896552,0.105603448,0.191091954,-0.390804598,0.354166667,-0.009682244,0,2.279784203,3.1828233,2.558013439,3.037813902,32.4579729,119.9181174,0.14378601,51.21461131,0.310855616,3790.78,0.34288111,0.981969407
1,丁雪峰,1963/9/1,2012/1/1,0,硕士,2,18,汉族,1,山西省,大同市,1,2.36607764,0.276691483,0.151666254,0.264934336,0.572467338,0.164091848,0.259513726,0.087493533,0.093443604,0.187012057,-0.359708513,0.323862597,-0.027503674,0,2.779272636,3.150856018,2.842804193,3.041967869,40.0919817,113.2951122,-0.001474623,122.95087,0.155188726,15296.355,-0.104899246,-0.079889904
1,万新恒,1972/12/1,2015/1/1,0,博士,2,22,汉族,1,湖北省,黄冈市,0,2.201392387,0.289768013,0.152265952,0.271483861,0.560865577,0.143388251,0.253320174,0.097217528,0.093859581,0.15552139,-0.356653461,0.353211686,-0.025077059,0,2.55057171,3.031073153,3.004817605,2.979875028,30.4560187,114.8673226,0.083507963,35.8284325,0.022167544,2276.7675,0.180620637,0.127224061
1,上官吉庆,1963/3/1,2011/12/1,0,硕士,2,18,汉族,1,陕西省,咸阳市,0,2.315571479,0.303980846,0.160988228,0.269883078,0.59651101,0.128792737,0.256989462,0.087113832,0.101795025,0.180864484,-0.379700922,0.357007611,0.006121471,1.747945205,2.879079739,3.212150256,2.859787464,3.05295531,34.3312012,108.7043813,0.113572677,351.1943443,0.108284518,25779.90476,0.238132741,0.215491535
1,丘志勇,1958/11/1,2012/9/1,0,硕士,2,18,汉族,1,广西壮族自治区,玉林市,0,2.424293919,0.312613586,0.161284914,0.269423035,0.59863075,0.121643539,0.254438616,0.082126958,0.097094318,0.188392602,-0.389598588,0.339772909,-0.001091651,0,2.85344847,2.95356067,2.859639486,3.120976766,22.6570263,110.1765019,0.094598478,111.367884,0.087584154,5714.534,0.314344996,0.460290663
1,丛文景,1962/12/1,2013/8/1,0,硕士,2,18,汉族,1,安徽省,淮南市,1,2.332468876,0.321540573,0.165533344,0.282758465,0.585423124,0.110923657,0.244276735,0.074863109,0.104085012,0.200868686,-0.400348455,0.366016709,-0.030317005,0,2.956021865,3.103229125,2.528805017,3.287587245,32.5866826,117.0130019,0.065318021,87.266915,0.064695714,8719.21,0.1203763,0.169831873
1,严志辉,1968/1/1,2013/3/1,0,博士,2,22,汉族,1,湖南省,益阳市,0,2.396810447,0.312869375,0.164977786,0.270592673,0.609690513,0.127114002,0.263932366,0.081992743,0.099432633,0.19378267,-0.387637783,0.344630055,0.007977697,0,2.717459679,2.807516813,2.730397383,2.892221053,28.5562003,112.3497606,0.107195372,123.84514,0.151365781,7530.985,0.206496406,0.32093008
1,严植婵,1964/5/1,2015/1/1,1,硕士,2,18,汉族,1,广东省,阳江市,0,2.411501466,0.313528235,0.166065686,0.261664806,0.634650445,0.124763666,0.25377525,0.088899603,0.104220768,0.184571275,-0.369309881,0.336464905,-0.076381559,0,2.615753698,2.766712046,2.821541309,2.941468954,22.0958223,111.7831393,0.031058025,194.6910067,-0.029935845,7462.023333,0.062304955,-0.059323424
1,丰立祥,1957/8/1,2006/3/1,0,博士,2,22,汉族,1,山西省,朔州市,1,2.29302481,0.29211977,0.166372145,0.26761339,0.621688419,0.141037236,0.267705275,0.080466106,0.095865218,0.188070105,-0.366183566,0.343074091,-0.012584655,7.17260274,2.830747128,3.086062272,3.04042244,3.244686921,39.592737,112.541339,0.132819426,69.26718316,0.203740778,5722.97573,0.312431499,0.485547082
1,乔延春,1948/8/1,1997/12/1,0,本科,1,16,汉族,1,山东省,烟台市,0,2.45788397,0.294048922,0.157366652,0.259057423,0.607458572,0.125967458,0.24536997,0.075184176,0.099491915,0.194834533,-0.374310068,0.334891746,0.014915832,0,2.09968245,2.601971865,3.11138916,2.865046263,37.461928,121.4425255,0.11867656,59.53675,,,,
1,乔恒,1960/10/1,2014/5/1,0,博士,2,22,汉族,1,吉林省,松原市,0,2.2057288,0.29298795,0.157805702,0.281085777,0.561414751,0.124697771,0.241327193,0.081706234,0.094737485,0.183236857,-0.37585067,0.352998222,-0.053385956,2.421917808,2.793714702,3.404456019,2.917880774,3.168941796,45.1386775,124.8170805,-0.030389044,98.57667,-0.003612754,8154.21,-0.060391327,-0.011205342
1,乔新江,1961/10/1,2012/5/1,0,硕士,2,18,汉族,1,河南省,许昌市,0,2.130958094,0.279175783,0.153019044,0.279773962,0.546938119,0.136096315,0.24978519,0.088539687,0.091597702,0.163035122,-0.356897365,0.36458538,0.025047289,9.17260274,2.68770963,3.004234135,2.764240146,3.045527399,34.0457133,113.8225908,0.107157161,208.3197936,0.105440514,9771.246042,0.214699943,0.278841048
1,于伟,1955/10/1,2002/3/1,0,本科,1,16,汉族,1,河北省,沧州市,0,2.534052632,0.263944999,0.146604557,0.255723198,0.573293928,0.134658898,0.257852528,0.083477616,0.097743242,0.178534458,-0.389182034,0.341316954,0.0290983,0,2.649410168,3.03805391,2.816090345,2.888748805,38.3042796,116.8511597,0.209716308,33.56652714,0.264646983,1712.611667,0.478152344,
1,于勇（1960）,1960/5/1,2011/4/1,0,硕士,2,18,汉族,1,安徽省,亳州市,0,2.364683776,0.315671789,0.159316269,0.261229431,0.609871055,0.133941955,0.270715418,0.080319053,0.096150203,0.197950124,-0.391617664,0.349543328,0.002778177,0,2.658775687,2.57209146,2.390077949,2.992163301,33.8579594,115.772453,0.105816298,119.4090373,0.164847497,10381.11221,0.225161512,0.359419009
1,于学利,1963/4/1,2018/7/1,0,本科,1,16,汉族,1,,,0,2.175491918,0.28876979,0.163466307,0.285176166,0.573211674,0.136301931,0.245164901,0.082673552,0.097159082,0.17982525,-0.359665269,0.362380165,-0.10708545,0,2.87882789,3.376740774,2.879526297,3.172589064, , ,-0.100805099,113.23,0.029331885,10397.545,-0.100805099,0.037817777
1,于广洲,1953/7/1,1997/12/1,0,硕士,2,18,汉族,1,江苏省,盐城市,0,2.502928066,0.33181465,0.172199854,0.265993266,0.647384261,0.133638247,0.241540584,0.068717478,0.100680464,0.188010643,-0.3725601,0.336729769,-0.084076923,0,2.507755637,2.835071445,2.915323853,2.700691223,33.349559,120.1577019,0.027110689,60.816635,,,,
1,于建成,1953/11/1,2002/12/1,0,专科,1,14,汉族,1,山东省,威海市,0,2.270404506,0.279226154,0.147757036,0.267371677,0.552627854,0.144539825,0.248444615,0.085774629,0.08714352,0.167908132,-0.359636241,0.344960712,-0.018756129,0,2.387349606,2.992419481,2.883322716,3.031845252,37.5120997,122.1152599,0.167795819,43.75252855,0.242852557,1447.2975,0.47092317,0.32401974
1,于晓明,1957/7/1,2013/2/1,0,本科,1,16,汉族,1,山东省,烟台市,0,2.181464436,0.28736698,0.153584272,0.280978403,0.546605257,0.132643668,0.25080745,0.079253962,0.095556196,0.166998299,-0.37080139,0.374105353,0.009787144,1.915068493,2.853662074,2.979122579,2.983937025,3.010064483,37.461928,121.4425255,0.083680718,215.1413269,0.023728012,16143.3935,0.168183711,0.12886388
1,于来山,1952/12/1,2000/1/1,0,硕士,2,18,汉族,1,湖南省,益阳市,0,2.207610443,0.269725159,0.151221755,0.272893037,0.554142961,0.139516412,0.250549317,0.085004655,0.090107285,0.171383977,-0.352486046,0.35248709,0.010492493,0,2.875308156,2.824158251,2.847197056,2.795686126,28.5562003,112.3497606,0.129053154,46.170338,0.080792868,2141.5,0.241664652,
1,于洪涛,1967/10/1,2018/9/1,0,硕士,2,18,汉族,1,山东省,烟台市,0,2.304924187,0.269048511,0.148133747,0.270463163,0.547703966,0.14531784,0.256401494,0.081241576,0.094132415,0.179953702,-0.378575967,0.343479325,0.06297931,0,2.630516577,3.088986349,2.697514057,3.068542337,37.461928,121.4425255,0.069550292,55.37891,0.089326882,3787.347164,0.069550292,-0.014238732
1,于海田,1969/9/1,2017/5/1,0,博士,2,22,汉族,1,山东省,临沂市,0,2.66236678,0.315992544,0.156867026,0.265294402,0.591294144,0.14553614,0.266202531,0.082871009,0.106572925,0.207166696,-0.393225937,0.319953914,-0.123764908,0.876712329,3.172644218,3.337863048,2.721840302,3.16562891,35.1032403,118.3506988,-0.074394512,391.5074038,-0.035142608,35925.58,-0.236611168,0.019594942
1,于秀明,1964/10/1,2017/1/1,0,硕士,2,18,汉族,1,江西省,上饶市,0,2.129312523,0.25869424,0.151833787,0.277206697,0.5477277,0.129594364,0.257318303,0.090086931,0.088258515,0.173208585,-0.364750614,0.360711066,-0.013016662,0,2.73479263,3.329215527,2.705816905,3.376477242,28.7435852,117.40539,0.071997857,88.5925,0.057979903,15988.8331,0.1753996,0.144278682
1,于立新,1965/11/1,2016/2/1,0,本科,1,16,蒙古族,0,内蒙古自治区,赤峰市,0,2.140531751,0.271673857,0.157263958,0.282476858,0.556732185,0.125284536,0.250287745,0.084489598,0.091385691,0.18239391,-0.36455026,0.366191616,-0.110149037,0,3.073682213,3.174860716,2.818463802,3.250671768,43.2564906,118.9759212,-0.058741432,125.8482792,0.004820736,8920.300324,-0.145712057,-0.130526805
1,于群,1962/11/1,2005/11/1,0,硕士,2,18,汉族,1,辽宁省,丹东市,0,2.419091697,0.284572632,0.150725534,0.265607288,0.567475143,0.126411654,0.254419658,0.091510556,0.096356673,0.18218079,-0.382146052,0.349010005,-0.014640439,0,2.892336607,3.205061853,3.064049721,3.136859894,40.128668,124.3863404,0.135657938,135.7408983,0.186186252,5433.208,0.28461043,0.381654089
1,于莎燕,1955/11/1,2002/8/1,1,本科,1,16,汉族,1,山东省,潍坊市,0,2.329132254,0.309826484,0.148712329,0.264913242,0.561362383,0.12290411,0.237360724,0.093205479,0.091908676,0.172858447,-0.372931507,0.34056621,-0.043749101,5.421917808,3.06349206,2.993765116,2.666229963,3.233318329,36.7071591,119.1557441,0.096833668,40.06814429,0.115312385,1074.908333,0.241672101,
1,于言良,1963/1/1,2013/2/1,0,博士,2,22,汉族,1,吉林省,通化市,0,2.482802616,0.29901605,0.164692717,0.263170919,0.625801355,0.145826622,0.275939644,0.083478837,0.101868951,0.199215707,-0.382944562,0.327995033,-0.123817782,0,2.83836776,3.05317682,2.789364338,3.180008233,41.7260568,125.9339857,-0.103564201,89.1912375,-0.208517696,7998.61,-0.147704665,-0.513431151
1,云峰,1952/6/1,1999/12/1,0,硕士,2,18,蒙古族,0,内蒙古自治区,呼和浩特市,0,2.43902439,0.331521739,0.184782609,0.285326087,0.647619048,0.139945652,0.229945652,0.073369565,0.107336957,0.176630435,-0.383152174,0.33423913,0.19191014,0,2.469506502,2.505898476,2.517078638,2.891661882,40.8337963,111.6730788,0.397599004,61.87484263,0.568969114,5094.457253,0.956381461,1.57624954
1,仇和,1957/1/1,2001/1/1,0,本科,1,16,汉族,1,江苏省,盐城市,1,2.348735944,0.300585295,0.160621443,0.270860451,0.593004414,0.134259352,0.26873489,0.08714815,0.098667228,0.18328054,-0.384287868,0.352955709,-0.01177458,0,2.483107042,2.842992163,2.868261623,2.936380577,33.349559,120.1577019,0.162082938,106.0165137,0.260823144,10992.26188,0.320317742,0.917525184
1,付会廷,1947/10/1,2000/10/1,0,本科,1,16,汉族,1,辽宁省,抚顺市,1,2.337585202,0.305950305,0.163092124,0.268192386,0.608116162,0.142211566,0.25208855,0.083565824,0.099062772,0.176562046,-0.361181343,0.331495205,0.037773727,0,2.652043343,2.595042467,2.560407281,2.785759568,41.8011658,124.7459491,0.135250614,8.055066,0.089855247,347.94,0.227343215,0.938633232
1,付志方,1956/10/1,1998/12/1,0,硕士,2,18,汉族,1,河南省,南阳市,0,2.456558857,0.305513512,0.167884064,0.272696577,0.615644191,0.122830642,0.260724397,0.084519095,0.1027562,0.206926335,-0.399410762,0.339278394,-0.019719194,0,2.904777229,3.245696962,2.809862912,3.212784648,33.0010496,112.5292693,0.083664077,69.53678667,,,,
1,付忠伟,1963/10/1,2018/2/1,0,硕士,2,18,汉族,1,辽宁省,鞍山市,0,2.371443134,0.284071735,0.160021827,0.265708447,0.602245915,0.139052075,0.257990543,0.089041626,0.097389278,0.182080992,-0.365930587,0.330289556,0.065230417,0,2.196916461,2.792087793,2.691675901,2.95796752,41.1075962,122.9902291,0.071510768,126.01,0.053975426,15014.6325,0.071510768,0.167126524
1,任世茂,1949/10/1,1998/3/1,0,硕士,2,18,汉族,1,湖北省,十堰市,0,2.303092828,0.30162563,0.168001545,0.278831151,0.602520717,0.132589491,0.238510243,0.079022839,0.096367594,0.184224408,-0.364752515,0.343882342,0.008524039,0,2.800585032,3.310819864,2.932236552,2.768844724,32.45269,110.560812,0.110356928,22.449848,,,,
1,任振鹤,1964/2/1,2008/4/1,0,本科,1,16,土家族,0,湖北省,恩施土家族苗族自治州,0,2.346891927,0.311058134,0.166041823,0.267600263,0.62048453,0.127907039,0.241757239,0.08427504,0.100172942,0.182375822,-0.385187485,0.351399211,0.014880815,0,2.715563893,3.241836389,2.709903677,2.901489735,30.2745483,109.4833079,0.166355119,76.3796381,0.280081662,4845.576185,0.28741741,0.364751394
1,任晓春,1960/9/1,2015/7/1,0,硕士,2,18,汉族,1,四川省,南充市,0,2.229524049,0.314419476,0.173797955,0.285605831,0.608523835,0.121011742,0.255825656,0.091456625,0.098929548,0.172826197,-0.375473226,0.371603907,-0.066277648,0,3.265444358,3.416191816,2.685801824,3.384787639,30.8401171,106.1066076,0.056333665,131.0023475,0.070901515,5543.5,0.111394465,0.115936119
1,任永昌,1956/7/1,2004/12/1,0,本科,1,16,汉族,1,四川省,成都市,0,2.340245121,0.301533721,0.152956654,0.27059964,0.565250768,0.133932281,0.261295684,0.085341365,0.101596039,0.180878687,-0.382703227,0.355222615,-0.044100983,0,2.981724977,3.140115619,2.856226921,3.335510492,30.6598628,104.0633717,0.116885651,21.36843333,0.208572257,513.3233333,0.244992688,0.449385336
1,任泽锋,1966/10/1,2013/2/1,0,本科,1,16,汉族,1,内蒙古自治区,乌兰察布市,0,2.335842788,0.285268391,0.168607224,0.26899733,0.626798878,0.134128726,0.265849337,0.082636343,0.099925227,0.197021099,-0.392344265,0.348209416,0.014838586,0,2.885866006,3.148150047,2.768501918,3.02783831,40.9902685,113.1315646,0.110756346,61.17823856,0.060593369,8317.399239,0.14014227,0.127912863
1,任燮康,1955/12/1,2003/4/1,0,硕士,2,18,汉族,1,江西省,宜春市,0,2.353909465,0.305084746,0.152542373,0.262711864,0.580645161,0.149717514,0.268129469,0.098870056,0.098870056,0.155367232,-0.384180791,0.343220339,0.016167671,0,2.464233875,3.0877285,2.852953434,3.154587746,28.3803015,115.0153957,0.198629683,26.28542833,0.150183422,1336.826667,0.40989569,0.308282978
1,何东成,1948/6/1,2001/2/1,0,本科,1,16,汉族,1,河南省,焦作市,0,2.39694092,0.296307998,0.15805755,0.259519908,0.609038248,0.141033163,0.251580356,0.080398433,0.096174677,0.185839571,-0.363721583,0.328679851,-0.012167411,0,2.345740557,2.733204365,2.846673489,3.325320005,35.1375,113.143889,0.159768579,87.49355242,0.196929273,2661.83152,0.301663573,0.437896538
1,何中伟,1970/10/1,2018/2/1,0,博士,2,22,汉族,1,河北省,石家庄市,0,2.482173123,0.30063566,0.15794788,0.265161226,0.595667331,0.131185014,0.260560564,0.087218414,0.097729128,0.191562462,-0.393872435,0.334998395,0.015798521,0,2.926984231,3.232715448,2.823238134,3.416832129,38.0429742,114.5088385,0.072065683,140.0132867,0.023355616,16219.75068,0.148402527,0.090226764
1,何健（1957）,1957/12/1,2008/6/1,0,硕士,2,18,汉族,1,四川省,达州市,0,2.183304219,0.283931282,0.160485355,0.276948041,0.57947821,0.112995285,0.26283853,0.078026609,0.095847999,0.183364549,-0.382140666,0.381272807,0.000698227,0,2.790966272,3.131667256,2.76178503,3.013113499,31.345115,107.650683,0.171898164,85.064204,0.270342498,3345.844,0.356327122,0.522335624
1,何健（1965）,1965/11/1,2017/6/1,0,硕士,2,18,汉族,1,江苏省,南通市,1,2.12539884,0.288007136,0.149350093,0.276472492,0.540198744,0.138216125,0.244833202,0.086206169,0.092445155,0.16531277,-0.358248238,0.361373704,0.008753988,0,2.761066516,2.872558594,2.855952581,2.982541879,31.9827896,120.8904588,0.084889078,40.58125667,-0.010325237,2247.848,,-0.081229587
1,何光中,1962/11/1,2018/6/1,0,硕士,2,18,汉族,1,湖南省,岳阳市,0,2.19999792,0.30529165,0.170188454,0.286092836,0.594871428,0.114746691,0.24721678,0.082368935,0.097033231,0.181433688,-0.379167711,0.367951164,0.191138062,0,3.094020903,3.202995718,2.687125921,3.116675377,29.3594838,113.1229551,0.137769069,222.561,0.030519663,12897.61,0.137769069,-0.215173852
1,何刚,1962/1/1,2008/6/1,0,硕士,2,18,汉族,1,河北省,唐山市,0,2.291995786,0.2828229,0.158850655,0.273154392,0.581541647,0.14144589,0.255793035,0.087505982,0.093583692,0.173148591,-0.365978597,0.338939763,0.001905285,0,2.935175538,2.83520627,2.845687747,2.921487212,39.6295951,118.1738712,0.181520687,59.411165,0.333926477,6893.805,0.30282541,0.659468992
1,何剑文,1957/5/1,2008/1/1,0,硕士,2,18,白族,0,云南省,大理白族自治州,0,2.150495175,0.276428043,0.157206718,0.281952905,0.557563746,0.119199682,0.246150594,0.084128221,0.096128268,0.187853174,-0.377303993,0.371714203,0.041585519,0,3.008979082,3.338120818,2.819922924,3.361315608,25.6074778,100.2651597,0.176230029,18.50599,0.314169899,1101.823333,0.383104275,0.710297774
1,何华章,1964/10/1,2012/4/1,0,本科,1,16,汉族,1,四川省,成都市,1,2.513283749,0.293645334,0.155898735,0.259367939,0.601071725,0.133206402,0.268619642,0.085399376,0.102629134,0.193085941,-0.400346533,0.335722339,-0.009773515,0,2.300609986,2.546238899,2.820146879,2.966589769,30.6598628,104.0633717,0.089225745,74.28579,0.181125195,3390.356667,0.186316666,0.395053875
1,何学清,1953/8/1,2003/8/1,0,硕士,2,18,汉族,1,宁夏回族自治区,石嘴山市,0,2.385802648,0.293964283,0.155798413,0.273410633,0.569833043,0.14156536,0.257795855,0.091016079,0.094553591,0.178561085,-0.370968979,0.337598064,-0.054363989,0,2.959297657,3.157128096,2.740671794,2.846173684,38.9868531,106.3771974,0.155796858,5.131411667,0.151568079,172.21,0.193750033,0.049386411
1,何宁卡,1959/6/1,2011/10/1,0,博士,2,22,汉族,1,湖南省,岳阳市,0,2.322786319,0.286350711,0.16403246,0.264645515,0.619819536,0.130626576,0.259771794,0.081248421,0.095074471,0.191164059,-0.376191249,0.345277733,0.006971105,0,2.841014922,3.017875314,2.723831594,3.140814245,29.3594838,113.1229551,0.096338597,172.9019,0.171686226,19889.512,0.194749377,0.35416504
1,何平（1964）,1964/1/1,2016/6/1,0,硕士,2,18,汉族,1,四川省,达州市,0,2.366254116,0.292279799,0.160061772,0.267159294,0.599124848,0.123557624,0.267133583,0.083414033,0.096788935,0.201221817,-0.386196333,0.341345904,-0.009910543,0,2.371943394,2.997326533,2.761001905,3.080868562,31.345115,107.650683,0.090705849,66.2652,0.02587026,4822.640466,0.185840708,0.02626737
1,何录春,1971/4/18,2019/3/1,0,本科,1,16,汉族,1,湖南省,郴州市,0,2.152840326,0.291292781,0.169481896,0.291676855,0.581060489,0.110800636,0.239657241,0.082617812,0.099740154,0.178871459,-0.376026535,0.381804424,0.034088108,0,3.014046252,2.857336342,2.786975145,3.237761617,25.7733598,113.0094337,0.075703959,130.513,-0.048983739,7658.123611,,0.257711181
1,何忠华,1963/7/1,2018/11/1,0,硕士,2,18,汉族,1,黑龙江省,佳木斯市,0,2.377418376,0.301673704,0.157732187,0.274794066,0.574001431,0.123497934,0.260903357,0.079321125,0.099215987,0.20550894,-0.402714065,0.354700636,-0.185089382,0,2.798055092,2.86056908,2.745256662,2.801169554,47.02157,132.044137,-0.178518401,255.112915,0.076046371,16316.495,-0.178518401,0.013273439
1,何忠友,1965/11/1,2011/12/1,0,硕士,2,18,汉族,1,安徽省,芜湖市,0,2.30445195,0.280077145,0.156125322,0.265289604,0.588509009,0.12358693,0.256565789,0.083373698,0.094322411,0.196565355,-0.378293043,0.340384217,0.014096763,0,3.024691105,3.33072176,2.617203283,3.222304201,31.1800568,118.2141777,0.090843181,102.2264258,0.139560904,9607.285868,0.29464437,0.339684276
1,何振中,1954/9/1,2004/7/1,0,本科,1,16,汉族,1,甘肃省,白银市,0,2.182509506,0.292682927,0.151761518,0.276422764,0.549019608,0.12601626,0.260478929,0.081300813,0.092140921,0.195121951,-0.379403794,0.356368564,-0.02428507,0,2.457210302,3.210564613,2.853543758,2.832600117,36.5451563,104.1355419,0.143625394,13.066618,0.145925143,415.554,0.27538814,0.201882238
1,何朝建,1966/5/1,2013/2/1,0,硕士,2,18,壮族,0,广西壮族自治区,百色市,0,2.193467209,0.277312294,0.153809937,0.277169505,0.554930951,0.127100021,0.248994431,0.079212757,0.093085263,0.1841497,-0.371302206,0.363365773,-0.0030025,0,2.961530209,3.280699015,2.728937467,3.483937263,23.9053605,106.6148824,0.090391482,63.04934761,0.053146082,4836.315624,0.182001012,0.27840136
1,何权,1952/12/1,2001/5/1,0,硕士,2,18,汉族,1,江苏省,扬州市,0,2.550532425,0.373281179,0.188254224,0.276851518,0.679982631,0.119848161,0.246864007,0.074583183,0.116944545,0.183736973,-0.396607207,0.349314783,-0.028901138,0,2.877858162,2.981778622,2.614079595,3.32341516,32.3968554,119.4077658,0.118454394,76.103,,,0.250583281,
1,何树平,1968/11/1,2017/9/1,0,博士,2,22,汉族,1,四川省,南充市,0,2.288280157,0.297912513,0.156575655,0.275281954,0.568782852,0.124449228,0.247282023,0.090516891,0.095553859,0.173161292,-0.371627717,0.351236863,-0.050015802,0,2.992463946,3.247469187,2.929163873,2.989780188,30.8401171,106.1066076,0.036193143,140.14275,0.065659059,6134.382,0.088730022,0.150712085
1,何正拔,1946/9/1,2002/10/1,0,硕士,2,18,汉族,1,广东省,梅州市,0,2.177686034,0.250991074,0.139878064,0.252286304,0.554441765,0.132022952,0.259415987,0.087583558,0.0777856,0.186930133,-0.339890367,0.338564379,-0.031277917,4.087671233,2.608464479,2.980101466,3.24996686,3.106146574,24.2918414,116.1171428,0.144121694,27.371262,0.245878778,1384.58,0.327089051,
1,何永林,1962/8/1,2010/4/1,0,硕士,2,18,汉族,1,山西省,临汾市,1,2.45733743,0.29527855,0.164494132,0.260154826,0.632293216,0.131457481,0.273931372,0.091629556,0.100645348,0.200457393,-0.385033099,0.328865607,-0.006522333,0,2.991407394,3.103722095,2.871612708,3.435679913,36.229963,111.381767,0.096961415,77.6538163,0.108491823,5215.661443,0.252936564,0.316071499
1,何焕秋,1959/11/1,2016/8/1,0,本科,1,16,满族,0,,,0,2.364083868,0.285328385,0.150440817,0.269609065,0.557996138,0.130100498,0.25480341,0.086492555,0.097680618,0.185318643,-0.378224253,0.347454278,-0.050724182,0,2.641952872,3.111665845,2.813202798,3.182495892, , ,0.023053935,60.01119667,0.025798724,4943.1325,0.046439974,0.124283613
1,何礼,1965/9/1,2019/1/1,0,博士,2,22,汉族,1,四川省,达州市,0,2.482975335,0.295876473,0.166410626,0.259414631,0.641485121,0.127360113,0.261206284,0.080293706,0.100139209,0.216256024,-0.385865887,0.327664154,-0.0169172,0,2.930321932,3.1015052,2.574742874,3.373340607,31.345115,107.650683,0.029192049,237.0005,0.09130646,13523.60667,,0.189762611
