Feature,Importance
weighted_avg_fiscal_growth_rate,0.157979868491215
weighted_avg_gdp_growth_rate,0.11997003149399614
latitude,0.10715950094267979
birthyear,0.10094331198341833
aggressiveness,0.09826107291903091
longitude,0.09330294642899804
competence,0.09050321239603093
attractiveness,0.08943029814045275
trustworthiness,0.07963555286142257
connections,0.027889057953298425
female,0.017366722913687755
edu,0.01235710672690286
eth_han,0.005201316748866485
